"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","TS","HRA","CHINDEX","AHINDEX","DISN","CHAPIS","CERR_CODE","EMS","year","county","full_address","latitude","longitude"
"20","SJV","8416","SJU","THE ALMOND COMPANY","2900 AIRPORT DRIVE","MADERA",NA,"723","MAD","2.75",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","MADERA","2900 AIRPORT DRIVE, MADERA, MADERA, CA",36.9921045,-120.1064319
"47","NEP","31","SIS","TIMBER PRODUCTS","130 N PHILLIPE LANE","YREKA","96097","2436","SIS",NA,NA,NA,NA,"SISKIYOU COUNTY APCD",NA,NA,"0.00094","2022","SISKIYOU","130 N PHILLIPE LANE, YREKA, SISKIYOU, CA",41.7358241,-122.5926002
"19","SC","181667","SC","TORRANCE REFINING COMPANY LLC","3700 W 190TH ST","TORRANCE","90504","2911","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"66.79713128","2022","LOS ANGELES","3700 W 190TH ST, TORRANCE, LOS ANGELES, CA",33.858244,-118.336986
"15","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2114 ROAD 144","DELANO",NA,"723","KER","0.12",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","KERN","2114 ROAD 144, DELANO, KERN, CA",35.7357696,-119.2360254
"54","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2115 ROAD 144","DELANO","93215","723","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"30.99999949","2022","TULARE","2115 ROAD 144, DELANO, TULARE, CA",35.7887342,-119.2231196
"50","SJV","8778","SJU","TURLOCK WALNUT COMPANY","400 D ST","TURLOCK","95380","723","STA","0",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","STANISLAUS","400 D ST, TURLOCK, STANISLAUS, CA",37.4875556,-120.8456215
"48","SF","12626","BA","VALERO REFINING COMPANY - CALIFORNIA","3400 E 2ND STREET","BENICIA","94510","2911","SOL","7579","9.1","0.02","0","BAY AREA AQMD",NA,NA,"0.218","2022","SOLANO","3400 E 2ND STREET, BENICIA, SOLANO, CA",38.0729751,-122.1458649
"19","MD","1759","AV","VULCAN - 7107 E AVENUE T","7107 EAST AVENUE T","LITTLEROCK","93543","2951","LA","1.75",NA,NA,NA,"ANTELOPE VALLEY AQMD",NA,NA,"0.04313908","2022","LOS ANGELES","7107 EAST AVENUE T, LITTLEROCK, LOS ANGELES, CA",34.5300795,-117.9941424
"15","SJV","363","SJU","VULCAN MATERIALS CO, WESTERN DIV","8517 PANAMA LN","BAKERSFIELD","93311","2951","KER","4.93",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.054939498","2022","KERN","8517 PANAMA LN, BAKERSFIELD, KERN, CA",35.2960673,-119.0973305
"36","SC","181597","SC","VULCAN MATERIALS COMPANY","5705 N INSTITUTION RD","SAN BERNARDINO","92407","9999","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.06161133","2022","SAN BERNARDINO","5705 N INSTITUTION RD, SAN BERNARDINO, SAN BERNARDINO, CA",34.1808283,-117.3767772
"37","SD","200706271","SD","VULCAN MATERIALS COMPANY WESTERN DIVISION","7522 PASEO DE LA FUENTE","SAN DIEGO","92154","1442","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"5.97012E-05","2022","SAN DIEGO","7522 PASEO DE LA FUENTE, SAN DIEGO, SAN DIEGO, CA",32.5709139,-116.9152541
"37","SD","6306","SD","VULCAN MATERIALS WESTERN DIVISION CALMAT","10051 BLACK MOUNTAIN RD","SAN DIEGO","92126","1442","SD",NA,"1",NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.09083928","2022","SAN DIEGO","10051 BLACK MOUNTAIN RD, SAN DIEGO, SAN DIEGO, CA",32.9020957,-117.1238637
"1","SF","2066","BA","WASTE MANAGEMENT OF ALAMEDA COUNTY","10840 ALTAMONT PASS RD","LIVERMORE","94551","4953","ALA","1156.2","7.9","0.11",NA,"BAY AREA AQMD",NA,NA,"0.4744","2022","ALAMEDA","10840 ALTAMONT PASS RD, LIVERMORE, ALAMEDA, CA",37.7163616,-121.7078948
"54","SJV","8135","SJU","WAWONA PACKING","12133 AVENUE 408","CUTLER",NA,"723","TUL","0.38",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.733714412","2022","TULARE","12133 AVENUE 408, CUTLER, TULARE, CA",36.530327,-119.3018447
"54","SJV","3338","SJU","WES PAK INC","4572 AVENUE 400","DINUBA","93618","723","TUL","0.07",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2022","TULARE","4572 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
"34","SV","192","SAC","A. TEICHERT & SON","8760 KIEFER BLVD","SACRAMENTO","95826","2951","SAC","82.9","1.53","0.04","0.34","SACRAMENTO METROPOLITAN AQMD","N",NA,"0.216459485","2023","SACRAMENTO","8760 KIEFER BLVD, SACRAMENTO, SACRAMENTO, CA",38.5469968,-121.3758623
"19","SC","106897","SC","AG-FUME SERVICES INC","2200 MINER ST","SAN PEDRO","90731","7342","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"16812.33","2023","LOS ANGELES","2200 MINER ST, SAN PEDRO, LOS ANGELES, CA",33.7263649,-118.2783891
"19","SC","148236","SC","AIR LIQUIDE LARGE INDUSTRIES U.S., LP","324 W EL SEGUNDO BLVD","EL SEGUNDO","90245","8099","LA",NA,"4.55","0.02","0.01","SOUTH COAST AQMD",NA,NA,"2.98792097","2023","LOS ANGELES","324 W EL SEGUNDO BLVD, EL SEGUNDO, LOS ANGELES, CA",33.9157724,-118.4191399
"30","SC","5998","SC","ALL AMERICAN ASPHALT","14490 EDWARDS ST","WESTMINSTER","92683","1611","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.12604897","2023","ORANGE","14490 EDWARDS ST, WESTMINSTER, ORANGE, CA",33.7519007,-118.0143595
"19","SC","114264","SC","ALL AMERICAN ASPHALT","13646 LIVE OAK LN","IRWINDALE","91706","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.60052932","2023","LOS ANGELES","13646 LIVE OAK LN, IRWINDALE, LOS ANGELES, CA",34.1140641,-117.9756842
"19","SC","132954","SC","ALL AMERICAN ASPHALT","11549 BRADLEY AVE","SAN FERNANDO","91340","1771","LA",NA,"1.6","0.3","0.4","SOUTH COAST AQMD",NA,NA,"0.46198103","2023","LOS ANGELES","11549 BRADLEY AVE, SAN FERNANDO, LOS ANGELES, CA",34.2686969,-118.4180464
"33","SC","148146","SC","ALL AMERICAN ASPHALT","4770 INDIAN ST","PERRIS","92571","1611","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.70797077","2023","RIVERSIDE","4770 INDIAN ST, PERRIS, RIVERSIDE, CA",33.8541777,-117.2347139
"33","SC","3704","SC","ALL AMERICAN ASPHALT, UNIT NO.01","1776 ALL AMERICAN WAY","CORONA","92879","1611","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"1.26994725","2023","RIVERSIDE","1776 ALL AMERICAN WAY, CORONA, RIVERSIDE, CA",33.8690337,-117.5291964
"30","SC","82207","SC","ALL AMERICAN ASPHALT,ALL AMER AGGREGATES","10671 JEFFREY RD","IRVINE","92602","1771","ORA",NA,"4.4","0.07","2.41","SOUTH COAST AQMD",NA,NA,"0.70828678","2023","ORANGE","10671 JEFFREY RD, IRVINE, ORANGE, CA",33.7174189,-117.7394261
"39","SJV","19","SJU","ALPINE MEATS INC","9900 LOWER SACRAMENTO RD","STOCKTON","95210","2011","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.00252","2023","SAN JOAQUIN","9900 LOWER SACRAMENTO RD, STOCKTON, SAN JOAQUIN, CA",38.042679,-121.322156
"27","NCC","570","MBU","AMERESCO SANTA CRUZ ENERGY, LLC - JOHNSON CANYON LANDFILL","31400 JOHNSON CANYON ROAD","GONZALES","93926","4931","MON","1.9",NA,NA,NA,"MONTEREY BAY AIR RESOURCES DISTRICT",NA,NA,"0.005348698","2023","MONTEREY","31400 JOHNSON CANYON ROAD, GONZALES, MONTEREY, CA",36.5289108,-121.4142604
"20","SJV","6923","SJU","AMPERSAND CHOWCHILLA BIOMASS LLC","16457 AVENUE 24-1/2","CHOWCHILLA","93610","4911","MAD",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.399505532","2023","MADERA","16457 AVENUE 24-1/2, CHOWCHILLA, MADERA, CA",37.1055883,-120.2527159
"56","SCC","845","VEN","ANACAPA BERRY FARMS","4300 ETTING ROAD","OXNARD","93033","5148","VEN","0.03",NA,NA,NA,"VENTURA COUNTY APCD",NA,NA,"29.6","2023","VENTURA","4300 ETTING ROAD, OXNARD, VENTURA, CA",34.1617597,-119.1461202
"24","SJV","1166","SJU","ANDERSEN NUT COMPANY","3050 S HUNT RD","GUSTINE","95322","723","MER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"41.99999943","2023","MERCED","3050 S HUNT RD, GUSTINE, MERCED, CA",37.2450245,-120.9939363
"51","SV","24014","FR","ARDENT MILLS LLC","1200 PUTMAN AVENUE",NA,"95991","723","SUT","0",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2023","SUTTER","1200 PUTMAN AVENUE, NA, SUTTER, CA",39.1112432,-121.6090641
"36","MD","500","MOJ","BARSTOW WASTEWATER TREATMENT PLANT","2200 E RIVERSIDE DRIVE","BARSTOW","92311","4952","SBD","3.4",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"67.31019133","2023","SAN BERNARDINO","2200 E RIVERSIDE DRIVE, BARSTOW, SAN BERNARDINO, CA",34.8965574,-117.000534
"19","SC","20421","SC","BLUE DIAMOND INGLEWOOD ASPHALT CORP","441 W RAILROAD PL","INGLEWOOD","90302","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.05470243","2023","LOS ANGELES","441 W RAILROAD PL, INGLEWOOD, LOS ANGELES, CA",33.9663608,-118.3633778
"33","MD","1569","MOJ","BLYTHE, CITY OF - WASTE WATER TREATMENT","15901 SOUTH BROADWAY","BLYTHE","92225","4952","RIV","5.39",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"30.12332371","2023","RIVERSIDE","15901 SOUTH BROADWAY, BLYTHE, RIVERSIDE, CA",33.6048764,-114.5967154
"10","SJV","3865","SJU","BOGHOSIAN RAISIN PACKING COMPANY, INC.","726 S 8TH ST","FOWLER","93625","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","FRESNO","726 S 8TH ST, FOWLER, FRESNO, CA",36.6243185,-119.6762548
"37","SD","10705","SD","CA COMMERCIAL ASPHALT ENTERPRISES","9229 HARRIS PLANT RD","SAN DIEGO","92145","2951","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.092329114","2023","SAN DIEGO","9229 HARRIS PLANT RD, SAN DIEGO, SAN DIEGO, CA",32.8604254,-117.1168921
"10","SJV","216","SJU","CALIFORNIA AIR NATIONAL GUARD","5323 E MCKINLEY","FRESNO","93727","9711","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1.9075257156199952","2023","FRESNO","5323 E MCKINLEY, FRESNO, FRESNO, CA",36.7652041,-119.7092634
"36","MD","169","MOJ","CALMAT - 20181 NAT'L TRAILS","20181 NATIONAL TRAILS HIGHWAY","ORO GRANDE","92368","2951","SBD","0.32",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"0.043212496","2023","SAN BERNARDINO","20181 NATIONAL TRAILS HIGHWAY, ORO GRANDE, SAN BERNARDINO, CA",34.5959326,-117.334549
"30","SC","107653","SC","CALMAT CO","1401 E WARNER AVE","SANTA ANA","92705","9999","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.08025","2023","ORANGE","1401 E WARNER AVE, SANTA ANA, ORANGE, CA",33.7160946,-117.8522658
"19","SC","107654","SC","CALMAT CO","16005 FOOTHILL BLVD","IRWINDALE","91706","3273","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.47815796","2023","LOS ANGELES","16005 FOOTHILL BLVD, IRWINDALE, LOS ANGELES, CA",34.137121,-117.943291
"19","SC","107655","SC","CALMAT CO","2715 E WASHINGTON BLVD","LOS ANGELES","90023","2951","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.05898897","2023","LOS ANGELES","2715 E WASHINGTON BLVD, LOS ANGELES, LOS ANGELES, CA",34.0174278,-118.2222167
"19","SC","107656","SC","CALMAT CO","11447  TUXFORD ST","SUN VALLEY","91352","2951","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.20323086","2023","LOS ANGELES","11447  TUXFORD ST, SUN VALLEY, LOS ANGELES, CA",34.228586,-118.3796197
"36","SC","108457","SC","CALMAT CO","2340 W HIGHLAND AVE","SAN BERNARDINO","92405","2951","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.09345224","2023","SAN BERNARDINO","2340 W HIGHLAND AVE, SAN BERNARDINO, SAN BERNARDINO, CA",34.136163,-117.3406955
"33","SC","108527","SC","CALMAT CO","1709 SHERBORN ST","CORONA","92879","3272","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.36831241","2023","RIVERSIDE","1709 SHERBORN ST, CORONA, RIVERSIDE, CA",33.8614195,-117.5265923
"56","SCC","25","VEN","CALMAT CO. DBA VULCAN MATERIALS COMPANY","6029 VINEYARD AVE.","OXNARD","93030","2951","VEN",NA,"1.35","0.02","0.78","VENTURA COUNTY APCD",NA,NA,"0.008975235","2023","VENTURA","6029 VINEYARD AVE., OXNARD, VENTURA, CA",34.2679843,-119.1431533
"37","SD","27","SD","CANYON ROCK","7500 MISSION GORGE RD","SAN DIEGO","92120","3241","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.096540408","2023","SAN DIEGO","7500 MISSION GORGE RD, SAN DIEGO, SAN DIEGO, CA",32.808551,-117.078189
"7","SF","10","BA","CHEVRON PRODUCTS COMPANY","841 CHEVRON WAY","RICHMOND","94801","2911","CC","13611.69","8","0.02",NA,"BAY AREA AQMD",NA,NA,"49.27206575","2023","CONTRA COSTA","841 CHEVRON WAY, RICHMOND, CONTRA COSTA, CA",37.9321355,-122.3911055
"10","SJV","317","SJU","CHOOLJIAN BROS PACKING CO","3192 S INDIANOLA AVE","SANGER","93657","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","FRESNO","3192 S INDIANOLA AVE, SANGER, FRESNO, CA",36.7213904,-119.5831314
"33","MD","1422","MOJ","CHUCKAWALLA VALLEY STATE PRISON","19005 WILEY'S WELL ROAD","BLYTHE","92226","9223","RIV","4.52",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"16.25","2023","RIVERSIDE","19005 WILEY'S WELL ROAD, BLYTHE, RIVERSIDE, CA",33.5614912,-114.9267021
"42","SCC","8676","SB","COUNTY OF SANTA BARBARA - TAJIGUAS LANDFILL","14470 CALLE REAL (05202)","GOLETA","93117","4953","SB",NA,NA,NA,NA,"SANTA BARBARA COUNTY APCD",NA,NA,"3.053341","2023","SANTA BARBARA","14470 CALLE REAL (05202), GOLETA, SANTA BARBARA, CA",34.4365733,-119.8983766
"20","SJV","4265","SJU","D.V. ENTERPRISES","20282 ROAD 21","MADERA","93638","723","MAD",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"485.0000143","2023","MADERA","20282 ROAD 21, MADERA, MADERA, CA",37.0836557,-120.1659509
"39","SJV","2395","SJU","DELTA PACKING CO. OF LODI,INC.","6021 E KETTLEMAN LANE","LODI","95240","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"3599.999905","2023","SAN JOAQUIN","6021 E KETTLEMAN LANE, LODI, SAN JOAQUIN, CA",38.1159094,-121.2424831
"39","SJV","285","SJU","DIAMOND FOODS, LLC","1050 S DIAMOND ST","STOCKTON","95201","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"419.9999869","2023","SAN JOAQUIN","1050 S DIAMOND ST, STOCKTON, SAN JOAQUIN, CA",37.9453226,-121.2558398
"30","SC","153864","SC","DIVERSIFIED ASPHALT PRODUCTS","1227 N OLIVE ST","ANAHEIM","92801","5032","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.00000256","2023","ORANGE","1227 N OLIVE ST, ANAHEIM, ORANGE, CA",33.8509525,-117.9138963
"56","SCC","507","VEN","DRISCOLL STRAWBERRY ASSOCIATES","3939 E. HUENEME ROAD","OXNARD","93030","5148","VEN","0.29",NA,NA,NA,"VENTURA COUNTY APCD",NA,NA,"255","2023","VENTURA","3939 E. HUENEME ROAD, OXNARD, VENTURA, CA",34.147292,-119.1415054
"1","SF","591","BA","EAST BAY MUNICIPAL UTILITY DISTRICT","2020 WAKE AVENUE","OAKLAND","94607","4952","ALA","424.39","8","0.06",NA,"BAY AREA AQMD",NA,NA,"9.403841","2023","ALAMEDA","2020 WAKE AVENUE, OAKLAND, ALAMEDA, CA",37.8249523,-122.2958661
"19","SC","8547","SC","ECOBAT RESOURCES CALIFORNIA, INC.","720 S 7TH AVE","CITY OF INDUSTRY","91746","1541","LA",NA,"7.1","0.69","0.09","SOUTH COAST AQMD",NA,NA,"59.061859","2023","LOS ANGELES","720 S 7TH AVE, CITY OF INDUSTRY, LOS ANGELES, CA",34.0236321,-117.985684
"20","SJV","8250","SJU","EL DORADO ALMONDS LLC","21888 AVENUE 14","MADERA","93637","723","MAD",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"3000","2023","MADERA","21888 AVENUE 14, MADERA, MADERA, CA",36.9528289,-120.148451
"39","SJV","239","SJU","FELIX COSTA","13160 N WEST LN","LODI","95240","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"13.09813556","2023","SAN JOAQUIN","13160 N WEST LN, LODI, SAN JOAQUIN, CA",38.1009745,-121.2786765
"10","SJV","973","SJU","FIG GARDEN PACKING INC.","5545 W DAKOTA AVE","FRESNO","93722","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","FRESNO","5545 W DAKOTA AVE, FRESNO, FRESNO, CA",36.7861886,-119.8903315
"50","SJV","3969","SJU","FINK ROAD LANDFILL","4000 FINK RD","CROWS LANDING","95313","4953","STA",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.046270142","2023","STANISLAUS","4000 FINK RD, CROWS LANDING, STANISLAUS, CA",37.3914567,-121.0881821
"39","SJV","339","SJU","FORWARD INC LANDFILL","9999 S AUSTIN RD","MANTECA","95336","4953","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.14848163","2023","SAN JOAQUIN","9999 S AUSTIN RD, MANTECA, SAN JOAQUIN, CA",37.8014044,-121.180073
"50","SJV","3838","SJU","FRAZIER NUT FARMS, INC","10830 YOSEMITE BLVD","WATERFORD","95386","723","STA",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","STANISLAUS","10830 YOSEMITE BLVD, WATERFORD, STANISLAUS, CA",37.6383384,-120.7943254
"34","SV","2496","SAC","GEORGE REED, INC.","900 W. ELKHORN BLVD","RIO LINDA","95673","2951","SAC",NA,NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD","N",NA,"0.109435304","2023","SACRAMENTO","900 W. ELKHORN BLVD, RIO LINDA, SACRAMENTO, CA",38.6839353,-121.4650265
"10","SJV","2870","SJU","GERAWAN FARMING LLC","1467 E DINUBA AVE","REEDLEY","93654","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","FRESNO","1467 E DINUBA AVE, REEDLEY, FRESNO, CA",36.5895822,-119.433564
"39","SJV","366","SJU","GRANITE CONSTRUCTION","10500 HARLAN RD","FRENCH CAMP","95231","2951","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.020107756","2023","SAN JOAQUIN","10500 HARLAN RD, FRENCH CAMP, SAN JOAQUIN, CA",37.8812286,-121.2748143
"34","SV","200","SAC","GRANITE CONSTRUCTION CO","4291 BRADSHAW ROAD","SACRAMENTO","95827","2951","SAC",NA,NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD","N",NA,"0.348776693","2023","SACRAMENTO","4291 BRADSHAW ROAD, SACRAMENTO, SACRAMENTO, CA",38.5440699,-121.3348537
"33","SS","178534","SC","GRANITE CONSTRUCTION COMPANY","35100 DILLON RD","INDIO","92203","1611","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.30973199","2023","RIVERSIDE","35100 DILLON RD, INDIO, RIVERSIDE, CA",33.7038122,-116.1861833
"10","SJV","590","SJU","GRANITE CONSTRUCTION, COALINGA","38940 HIGHWAY 33","COALINGA","93210","2951","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,".1633493066924397","2023","FRESNO","38940 HIGHWAY 33, COALINGA, FRESNO, CA",36.136329,-120.362339
"19","SC","100145","SC","HARBOR FUMIGATION INC","2200 MINER ST","SAN PEDRO","90731","7342","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"16611","2023","LOS ANGELES","2200 MINER ST, SAN PEDRO, LOS ANGELES, CA",33.7263649,-118.2783891
"19","SC","184576","SC","HEXPOL COMPOUNDING CA INC.,","491 WILSON WAY","CITY OF INDUSTRY","91744","3069","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.90774998","2023","LOS ANGELES","491 WILSON WAY, CITY OF INDUSTRY, LOS ANGELES, CA",34.0161006,-117.9568365
"51","SV","34012","FR","HOWARD DRYER","2179 FRANKLIN AVENUE","YUBA CITY","95991","723","SUT","0",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"52","2023","SUTTER","2179 FRANKLIN AVENUE, YUBA CITY, SUTTER, CA",39.1282297,-121.6205262
"1","SF","24313","BA","IMPACT TRANSPORTATION  LLC","1425 MARITIME STREET","OAKLAND","94607","723","ALA","17.3",NA,"0.8","0.7","BAY AREA AQMD",NA,NA,"5041.90195","2023","ALAMEDA","1425 MARITIME STREET, OAKLAND, ALAMEDA, CA",37.8143917,-122.3092998
"15","SJV","4216","SJU","JASMINE VINEYARDS","33319 POND RD","DELANO","93215","172","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","KERN","33319 POND RD, DELANO, KERN, CA",35.7180696,-119.2366179
"54","SJV","2716","SJU","JODY FRESH COOLING CO","4731 AVENUE 400","DINUBA","93618","4222","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"769.9999809","2023","TULARE","4731 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
"24","SJV","3032","SJU","JOHN B. SANFILIPPO & SON, INC.","29241 COTTONWOOD RD","GUSTINE","95322","723","MER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2023","MERCED","29241 COTTONWOOD RD, GUSTINE, MERCED, CA",37.1870668,-121.015949
"51","SV","33010","FR","JUDGE FARMS","8540 GARDEN HWY","YUBA CITY","95991","723","SUT","0.04",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2023","SUTTER","8540 GARDEN HWY, YUBA CITY, SUTTER, CA",39.113214,-121.6173582
"16","SJV","1901","SJU","KINGS WASTE & RECYCLING AUTHORITY","7803 HANFORD-ARMONA RD","HANFORD","93230","4953","KIN",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.0006692","2023","KINGS","7803 HANFORD-ARMONA RD, HANFORD, KINGS, CA",36.3134703,-119.6693004
"19","SC","94009","SC","LAS VIRGENES MUNICIPAL WATER DISTRICT","3700  LAS VIRGENES RD","CALABASAS","91302","4941","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"4.54","2023","LOS ANGELES","3700  LAS VIRGENES RD, CALABASAS, LOS ANGELES, CA",34.125917,-118.705469
"39","SJV","1103","SJU","M & R COMPANY","405 S MAIN ST","LODI","95240","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"10552.00005","2023","SAN JOAQUIN","405 S MAIN ST, LODI, SAN JOAQUIN, CA",38.1293808,-121.2709419
"36","SC","179987","SC","MANHOLE ADJUSTING INC","2110 W AGUA MANSA RD","COLTON","92324","1611","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.012242","2023","SAN BERNARDINO","2110 W AGUA MANSA RD, COLTON, SAN BERNARDINO, CA",34.0546672,-117.3329043
"7","SF","24726","BA","MARTINEZ REFINING COMPANY LLC","3485 PACHECO BLVD","MARTINEZ","94553","2911","CC","18223.58","9","0.02",NA,"BAY AREA AQMD",NA,NA,"149.5382053","2023","CONTRA COSTA","3485 PACHECO BLVD, MARTINEZ, CONTRA COSTA, CA",38.0033096,-122.083362
"36","SC","15041","SC","MATICH CORP","8203  ALABAMA ST","REDLANDS","92374","2951","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.00204","2023","SAN BERNARDINO","8203  ALABAMA ST, REDLANDS, SAN BERNARDINO, CA",34.1007854,-117.2078668
"36","SC","135135","SC","MATICH CORP","3221 N RIVERSIDE AVE","RIALTO","92377","5032","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.5475783","2023","SAN BERNARDINO","3221 N RIVERSIDE AVE, RIALTO, SAN BERNARDINO, CA",34.1563688,-117.3996555
"1","SF","158","BA","MILLER MILLING COMPANY","2201 E 7TH STREET","OAKLAND","94606","2041","ALA","0",NA,NA,NA,"BAY AREA AQMD",NA,NA,"0","2023","ALAMEDA","2201 E 7TH STREET, OAKLAND, ALAMEDA, CA",37.7747296,-122.2390802
"54","SJV","7377","SJU","NEW LEAF COLD STORAGE","3170 AVENUE 360","TRAVER","93631","4222","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"555.6999892","2023","TULARE","3170 AVENUE 360, TRAVER, TULARE, CA",36.4445179,-119.4806925
"36","SC","172005","SC","NEW- INDY ONTARIO, LLC","5100 JURUPA ST","ONTARIO","91761","2621","SBD",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"74.543345","2023","SAN BERNARDINO","5100 JURUPA ST, ONTARIO, SAN BERNARDINO, CA",34.0482953,-117.5935413
"20","SJV","981","SJU","P-R FARMS","17710 ROAD 24","MADERA","93637","723","MAD",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"846.0000157","2023","MADERA","17710 ROAD 24, MADERA, MADERA, CA",37.00682,-120.1019131
"10","SJV","946","SJU","POINDEXTER NUT CO","5414 E FLORAL AVE","SELMA","93662","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"48.39999974","2023","FRESNO","5414 E FLORAL AVE, SELMA, FRESNO, CA",36.5763703,-119.6326712
